guid,template_id,heuristic,template,subtemplate_id,label,premise,hypothesis,high_quality,extreme_low_quality,var_list,example_premise,example_hypotheis,example_high_quality,example_extreme_low_quality
160,1,lexical_overlap,le_around_relative_clause,0,entailment,the N1 Rels1 Vi1 Vt2 the N2.,the N1 Vt2 the N2.,the N1 Rels1 Vi1 N1_Be1 still the N1.,N1 Vi1 N1,"['N1', 'Rels1', 'Vi1', 'Vt2', 'N2', 'N1_Be1']",the stylists who talked mentioned the officers .,the stylists mentioned the officers .,the stylists who talked are still the stylists .,stylists talked stylists
320,2,lexical_overlap,le_around_relative_clause,1,entailment,the N1 Rels1 the N2 Vt1 Vt2 the N3.,the N1 Vt2 the N3.,the N1 Rels1 the N2 Vt1 N1_Be1 still the N1.,N1 N2 Vt1 N1,"['N1', 'Rels1', 'Vt1', 'Vt2', 'N2', 'N3', 'N1_Be1']",the nurses who the sculptors introduced recognized the analysts .,the nurses recognized the analysts .,the nurses who the sculptors introduced are still the nurses .,nurses sculptors introduced nurses
480,3,lexical_overlap,le_around_relative_clause,2,entailment,the N1 Rels1 Vt1 the N2 Vt2 the N3.,the N1 Vt2 the N3.,the N1 Rels1 Vt1 the N2 N1_Be1 still the N1.,N1 Vt1 N2 N1,"['N1', 'Rels1', 'Vt1', 'Vt2', 'N2', 'N3', 'N1_Be1']",the bankers who introduced the analysts disturbed the lyricist .,the bankers disturbed the lyricist .,the bankers who introduced the analysts are still the bankers .,bankers introduced analysts bankers
640,4,lexical_overlap,le_conjunction,0,entailment,the N1 and the N2 Vt1 the N3.,the N1 Vt1 the N3.,the N1 N1_Be1 part of the N1 and the N2.,N1 N1 N2,"['N1', 'Vt1', 'N2', 'N3', 'N1_Be1']",the psychotherapists and the psychiatrist introduced the photographers .,the psychotherapists introduced the photographers .,the psychotherapists are part of the psychotherapists and the psychiatrist .,psychotherapists psychotherapists psychiatrist
800,5,lexical_overlap,le_conjunction,1,entailment,the N1 Vt1 the N2 and the N3.,the N1 Vt1 the N3.,the N3 N3_Be1 part of the N2 and the N3.,N3 N2 N3,"['N1', 'Vt1', 'N2', 'N3', 'N3_Be1']",the chaplains admired the analyst and the professors .,the chaplains admired the professors .,the professors are part of the analyst and the professors .,professors analyst professors
960,6,lexical_overlap,le_passive,0,entailment,the Ns1 was Vt1 by the N2.,the N2 Vt1 the Ns1.,"Vt1 is the active form of was Vt1 by , so we swap the Ns1 and the N2 .",Vt1 Vt1 Ns1 N2,"['Ns1', 'Vt1', 'N2']",the photographer was disturbed by the essayists .,the essayists disturbed the photographer .,"disturbed is the active form of was disturbed by , so we swap the photographer and the essayists .",disturbed disturbed photographer essayists
1120,7,lexical_overlap,le_passive,1,entailment,the Np1 were Vt1 by the N2.,the N2 Vt1 the Np1.,"Vt1 is the active form of was Vt1 by , so we swap the Np1 and the N2.",Vt1 Vt1 Np1 N2,"['Np1', 'Vt1', 'N2']",the curators were mentioned by the animator .,the animator mentioned the curators .,"mentioned is the active form of was mentioned by , so we swap the curators and the animator .",mentioned mentioned curators animator
1280,8,lexical_overlap,le_relative_clause,0,entailment,the N1 Rels1 the N2 Vt1 Vt2 the N3.,the N2 Vt1 the N1.,Rels1 in Rels1 the N2 Vt1 refers to the N1.,N2 Vt1 N1,"['N1', 'Vt1', 'N2', 'Vt2', 'N3', 'Rels1']",the artists who the sculptor expected admired the bankers .,the sculptor expected the artists .,who in who the sculptor expected refers to the artists .,sculptor expected artists
1440,9,lexical_overlap,le_relative_clause,1,entailment,the N1 Rels1 Vt1 the N2 Vt2 the N3.,the N1 Vt1 the N2.,Rels1 in Rels1 Vt1 the N2 refers to the N1.,Vt1 N2 N1,"['N1', 'Vt1', 'Vt2', 'N2', 'Rels1', 'N3']",the stylists that addressed the lyricist avoided the essayists .,the stylists addressed the lyricist .,that in that addressed the lyricist refers to the stylists .,addressed lyricist stylists
1600,10,lexical_overlap,le_relative_clause,2,entailment,the N1 Vt1 the N2 Rels1 Vt2 the N3.,the N2 Vt2 the N3.,the N2 is the subject of the relative clause Rels1 Vt2 the N3.,N2 Vt2 N3,"['N1', 'Vt1', 'Vt2', 'N2', 'Rels1', 'N3']",the dancers recognized the essayist who avoided the athletes .,the essayist avoided the athletes .,the essayist is the subject of the relative clause who avoided the athletes .,essayist avoided athletes
1760,11,lexical_overlap,le_relative_clause,3,entailment,the N1 Vt1 the N2 Rels1 the N3 Vt2.,the N3 Vt2 the N2.,the N2 N2_Be1 the object of the relative clause Rels1 the N3 Vt2.,N2 N3 Vt2,"['N1', 'Vt1', 'Vt2', 'N2', 'Rels1', 'N3', 'N2_Be1']",the sculptors introduced the directors that the programmers disturbed .,the programmers disturbed the directors .,the directors are the object of the relative clause that the programmers disturbed .,directors programmers disturbed
1920,12,lexical_overlap,ln_preposition,0,neutral,the N1 P1 the N2 Vt1 the N3.,the N2 Vt1 the N1.,"the N1 Vt1 the N3 and the N1 N1_Be1 P1 the N2 , we do not know whether the N2 Vt1 the N1.",N1 Vt1 N3 N1 N2 not know N2 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the lyricists by the photographers introduced the authors .,the photographers introduced the lyricists .,"the lyricists introduced the authors and the lyricists are by the photographers , we do not know whether the photographers introduced the lyricists .",lyricists introduced authors lyricists photographers not know photographers introduced lyricists
2080,13,lexical_overlap,ln_preposition,1,neutral,the N1 P1 the N2 Vt1 the N3.,the N3 Vt1 the N1.,"the N1 Vt1 the N3 , we do not know whether the N3 Vt1 the N1.",N1 Vt1 N3 not know N3 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1']",the dancer by the curators contacted the musician .,the musician contacted the dancer .,"the dancer contacted the musician , we do not know whether the musician contacted the dancer .",dancer contacted musician not know musician contacted dancer
2240,14,lexical_overlap,ln_preposition,2,neutral,the N1 P1 the N2 Vt1 the N3.,the N3 Vt1 the N2.,"the N1 Vt1 the N3 and the N2 N2_Be1 P1 the N1 , we do not know whether the N3 Vt1 the N2.",N1 Vt1 N3 N2 N1 not know N3 Vt1 N2,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N2_Be1']",the banker in front of the analysts expected the photographers .,the photographers expected the analysts .,"the banker expected the photographers and the analysts are in front of the banker , we do not know whether the photographers expected the analysts .",banker expected photographers analysts banker not know photographers expected analysts
2400,15,lexical_overlap,ln_preposition,3,neutral,the N1 Vt1 the N2 P1 the N3.,the N2 Vt1 the N1.,"the N1 Vt1 the N2 , we do not know whether the N2 Vt1 the N1.",N1 Vt1 N2 not know N2 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1']",the artist disturbed the directors by the musicians .,the directors disturbed the artist .,"the artist disturbed the directors , we do not know whether the directors disturbed the artist .",artist disturbed directors not know directors disturbed artist
2560,16,lexical_overlap,ln_preposition,4,neutral,the N1 Vt1 the N2 P1 the N3.,the N2 Vt1 the N3.,"the N1 Vt1 the N2 and the N2 N2_Be2 P1 the N3 , we do not know whether the N2 Vt1 the N3.",N1 Vt1 N2 N2 N3 not know N2 Vt1 N3,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1', 'N2_Be2']",the nurses mentioned the artist in front of the illustrator .,the artist mentioned the illustrator .,"the nurses mentioned the artist and the artist is in front of the illustrator , we do not know whether the artist mentioned the illustrator .",nurses mentioned artist artist illustrator not know artist mentioned illustrator
2720,17,lexical_overlap,ln_preposition,5,neutral,the N1 Vt1 the N2 P1 the N3.,the N3 Vt1 the N1.,"the N1 Vt1 the N2 and the N2 N2_Be2 P1 the N3 , we do not know whether the N3 Vt1 the N1.",N1 Vt1 N2 N2 N3 not know N3 Vt1 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1', 'N2_Be2']",the professor called the tourist by the stylist .,the stylist called the professor .,"the professor called the tourist and the tourist is by the stylist , we do not know whether the stylist called the professor .",professor called tourist tourist stylist not know stylist called professor
2880,18,lexical_overlap,ln_relative_clause,0,neutral,the N1 Rels1 the N2 Vt1 Vt2 the N3.,the N2 Vt2 the N1.,"Rels1 in Rels1 the N2 Vt1 refers to the N1 and the N1 Vt2 the N3 , we do not know whether the N2 Vt2 the N1.",N2 Vt1 N1 N1 Vt2 N3 not know N2 Vt2 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1']",the tourist that the curator addressed introduced the officers .,the curator introduced the tourist .,"that in that the curator addressed refers to the tourist and the tourist introduced the officers , we do not know whether the curator introduced the tourist .",curator addressed tourist tourist introduced officers not know curator introduced tourist
3040,19,lexical_overlap,ln_relative_clause,1,neutral,the N1 Rels1 the N2 Vt1 Vt2 the N3.,the N3 Vt2 the N1.,"the N1 Vt2 the N3 , we do not know whether the N3 Vt2 the N1.",N1 Vt2 N3 not know N3 Vt2 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1']",the dancers who the nurse recognized admired the stylist .,the stylist admired the dancers .,"the dancers admired the stylist , we do not know whether the stylist admired the dancers .",dancers admired stylist not know stylist admired dancers
3200,20,lexical_overlap,ln_relative_clause,2,neutral,the N1 Rels1 the N2 Vt1 Vt2 the N3.,the N3 Vt1 the N2.,"the N1 N1_Be1 the object of the relative clause Rels1 the N2 Vt1 and the N1 Vt2 the N3 , we do not know whether the N3 Vt1 the N2.",N1 N2 Vt1 N1 Vt2 N3 not know N3 Vt1 N2,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1', 'N1_Be1']",the authors who the nurses introduced contacted the bankers .,the bankers introduced the nurses .,"the authors are the object of the relative clause who the nurses introduced and the authors contacted the bankers , we do not know whether the bankers introduced the nurses .",authors nurses introduced authors contacted bankers not know bankers introduced nurses
3360,21,lexical_overlap,ln_relative_clause,3,neutral,the N1 Rels1 Vt1 the N2 Vt2 the N3.,the N2 Vt2 the N1.,"the N1 N1_Be1 the subject of the relative clause Rels1 Vt1 the N2 and the N1 Vt2 the N3 , we do not know whether the N2 Vt2 the N1.",N1 Vt1 N2 N1 Vt2 N3 not know N2 Vt2 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1', 'N1_Be1']",the lyricists who admired the psychiatrists expected the senators .,the psychiatrists expected the lyricists .,"the lyricists are the subject of the relative clause who admired the psychiatrists and the lyricists expected the senators , we do not know whether the psychiatrists expected the lyricists .",lyricists admired psychiatrists lyricists expected senators not know psychiatrists expected lyricists
3520,22,lexical_overlap,ln_relative_clause,4,neutral,the N1 Rels1 Vt1 the N2 Vt2 the N3.,the N3 Vt2 the N1.,"the N1 Vt2 the N3 , we do not know whether the N3 Vt2 the N1.",N1 Vt2 N3 not know N3 Vt2 N1,"['N1', 'N2', 'N3', 'Vt1', 'Vt2', 'Rels1']",the professors who mentioned the psychiatrists introduced the athletes .,the athletes introduced the professors .,"the professors introduced the athletes , we do not know whether the athletes introduced the professors .",professors introduced athletes not know athletes introduced professors
