guid,template_id,heuristic,template,subtemplate_id,label,premise,hypothesis,high_quality,extreme_low_quality,var_list,example_premise,example_hypotheis,example_high_quality,example_extreme_low_quality
0,0,lexical_overlap,le_around_prepositional_phrase,0,entailment,the N1 P1 the N2 Vt1 the N3.,the N1 Vt1 the N3.,the N1 P1 the N2 N1_Be1 still the N1.,N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the lyricists next to the judges helped the animator .,the lyricists helped the animator .,the lyricists next to the judges are still the lyricists .,lyricists judges lyricists
1,0,lexical_overlap,le_around_prepositional_phrase,0,entailment,the N1 P1 the N2 Vt1 the N3.,the N1 Vt1 the N3.,the N1 P1 the N2 N1_Be1 still the N1.,N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the psychotherapists by the musicians contacted the programmers .,the psychotherapists contacted the programmers .,the psychotherapists by the musicians are still the psychotherapists .,psychotherapists musicians psychotherapists
2,0,lexical_overlap,le_around_prepositional_phrase,0,entailment,the N1 P1 the N2 Vt1 the N3.,the N1 Vt1 the N3.,the N1 P1 the N2 N1_Be1 still the N1.,N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the musicians by the chaplain affected the lyricist .,the musicians affected the lyricist .,the musicians by the chaplain are still the musicians .,musicians chaplain musicians
3,0,lexical_overlap,le_around_prepositional_phrase,0,entailment,the N1 P1 the N2 Vt1 the N3.,the N1 Vt1 the N3.,the N1 P1 the N2 N1_Be1 still the N1.,N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the photojournalist next to the psychiatrist addressed the worker .,the photojournalist addressed the worker .,the photojournalist next to the psychiatrist is still the photojournalist .,photojournalist psychiatrist photojournalist
4,0,lexical_overlap,le_around_prepositional_phrase,0,entailment,the N1 P1 the N2 Vt1 the N3.,the N1 Vt1 the N3.,the N1 P1 the N2 N1_Be1 still the N1.,N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the designer next to the illustrators offended the lyricist .,the designer offended the lyricist .,the designer next to the illustrators is still the designer .,designer illustrators designer
5,0,lexical_overlap,le_around_prepositional_phrase,0,entailment,the N1 P1 the N2 Vt1 the N3.,the N1 Vt1 the N3.,the N1 P1 the N2 N1_Be1 still the N1.,N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the psychiatrist by the illustrators saw the judges .,the psychiatrist saw the judges .,the psychiatrist by the illustrators is still the psychiatrist .,psychiatrist illustrators psychiatrist
6,0,lexical_overlap,le_around_prepositional_phrase,0,entailment,the N1 P1 the N2 Vt1 the N3.,the N1 Vt1 the N3.,the N1 P1 the N2 N1_Be1 still the N1.,N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the technician next to the sculptors helped the artisan .,the technician helped the artisan .,the technician next to the sculptors is still the technician .,technician sculptors technician
7,0,lexical_overlap,le_around_prepositional_phrase,0,entailment,the N1 P1 the N2 Vt1 the N3.,the N1 Vt1 the N3.,the N1 P1 the N2 N1_Be1 still the N1.,N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the architects by the worker saw the sculptor .,the architects saw the sculptor .,the architects by the worker are still the architects .,architects worker architects
8,0,lexical_overlap,le_around_prepositional_phrase,0,entailment,the N1 P1 the N2 Vt1 the N3.,the N1 Vt1 the N3.,the N1 P1 the N2 N1_Be1 still the N1.,N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the psychiatrists by the photojournalist helped the architects .,the psychiatrists helped the architects .,the psychiatrists by the photojournalist are still the psychiatrists .,psychiatrists photojournalist psychiatrists
9,0,lexical_overlap,le_around_prepositional_phrase,0,entailment,the N1 P1 the N2 Vt1 the N3.,the N1 Vt1 the N3.,the N1 P1 the N2 N1_Be1 still the N1.,N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the technicians next to the nurses disturbed the chaplains .,the technicians disturbed the chaplains .,the technicians next to the nurses are still the technicians .,technicians nurses technicians
10,0,lexical_overlap,le_around_prepositional_phrase,0,entailment,the N1 P1 the N2 Vt1 the N3.,the N1 Vt1 the N3.,the N1 P1 the N2 N1_Be1 still the N1.,N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the worker by the counselors offended the psychiatrist .,the worker offended the psychiatrist .,the worker by the counselors is still the worker .,worker counselors worker
11,0,lexical_overlap,le_around_prepositional_phrase,0,entailment,the N1 P1 the N2 Vt1 the N3.,the N1 Vt1 the N3.,the N1 P1 the N2 N1_Be1 still the N1.,N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the artists next to the artisan contacted the nurse .,the artists contacted the nurse .,the artists next to the artisan are still the artists .,artists artisan artists
12,0,lexical_overlap,le_around_prepositional_phrase,0,entailment,the N1 P1 the N2 Vt1 the N3.,the N1 Vt1 the N3.,the N1 P1 the N2 N1_Be1 still the N1.,N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the lyricist next to the photojournalists saw the nurses .,the lyricist saw the nurses .,the lyricist next to the photojournalists is still the lyricist .,lyricist photojournalists lyricist
13,0,lexical_overlap,le_around_prepositional_phrase,0,entailment,the N1 P1 the N2 Vt1 the N3.,the N1 Vt1 the N3.,the N1 P1 the N2 N1_Be1 still the N1.,N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the psychologist next to the animators contacted the administrator .,the psychologist contacted the administrator .,the psychologist next to the animators is still the psychologist .,psychologist animators psychologist
14,0,lexical_overlap,le_around_prepositional_phrase,0,entailment,the N1 P1 the N2 Vt1 the N3.,the N1 Vt1 the N3.,the N1 P1 the N2 N1_Be1 still the N1.,N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the illustrator by the technicians deceived the singer .,the illustrator deceived the singer .,the illustrator by the technicians is still the illustrator .,illustrator technicians illustrator
15,0,lexical_overlap,le_around_prepositional_phrase,0,entailment,the N1 P1 the N2 Vt1 the N3.,the N1 Vt1 the N3.,the N1 P1 the N2 N1_Be1 still the N1.,N1 N2 N1,"['N1', 'N2', 'N3', 'Vt1', 'P1', 'N1_Be1']",the worker by the psychiatrists addressed the artisans .,the worker addressed the artisans .,the worker by the psychiatrists is still the worker .,worker psychiatrists worker
